Ready to connect
Time result: 0.000029904 seconds.
Time result: 0.000021629 seconds.
Time result: 0.000011757 seconds.
Time result: 0.000047049 seconds.
Time result: 0.000037341 seconds.
Time result: 0.000029821 seconds.
Time result: 0.000022339 seconds.
Time result: 0.000013422 seconds.
Time result: 0.000005867 seconds.
Time result: 0.000042053 seconds.
Time result: 0.000032470 seconds.
Time result: 0.000023895 seconds.
Time result: 0.000014244 seconds.
Time result: 0.000006089 seconds.
Time result: 0.000000813 seconds.
Time result: 0.000000556 seconds.
Time result: 0.000034070 seconds.
Time result: 0.000026597 seconds.
Time result: 0.000019189 seconds.
Time result: 0.000011841 seconds.
Time result: 0.000003171 seconds.
Time result: 0.000041233 seconds.
Time result: 0.000028404 seconds.
Time result: 0.000018615 seconds.
Time result: 0.000010500 seconds.
Time result: 0.000003018 seconds.
Time result: 0.000034057 seconds.
Time result: 0.000025856 seconds.
Time result: 0.000017565 seconds.
Time result: 0.000010021 seconds.
Time result: 0.000001013 seconds.
Time result: 0.000000832 seconds.
Time result: 0.000031673 seconds.
Time result: 0.000023228 seconds.
Time result: 0.000015828 seconds.
Time result: 0.000006209 seconds.
Time result: 0.000038173 seconds.
Time result: 0.000030726 seconds.
Time result: 0.000019793 seconds.
Time result: 0.000010392 seconds.
Time result: 0.000001755 seconds.
Time result: 0.000030656 seconds.
Time result: 0.000023366 seconds.
Time result: 0.000013849 seconds.
Time result: 0.000005363 seconds.
Time result: 0.000000617 seconds.
Time result: 0.000000579 seconds.
Time result: 0.999034617 seconds.
Time result: 0.999025453 seconds.
Time result: 0.000016834 seconds.
Time result: 0.000002612 seconds.
Time result: 0.000039501 seconds.
Time result: 0.000030612 seconds.
Time result: 0.000017030 seconds.
Time result: 0.000004634 seconds.
Time result: 0.000000599 seconds.
Time result: 0.000000652 seconds.
Time result: 0.000038668 seconds.
Time result: 0.000026968 seconds.
Time result: 0.000019298 seconds.
Time result: 0.000010006 seconds.
Time result: 0.000047447 seconds.
Time result: 0.000037806 seconds.
Time result: 0.000028990 seconds.
Time result: 0.000016176 seconds.
Time result: 0.000007407 seconds.
Time result: 0.000041489 seconds.
Time result: 0.000033458 seconds.
Time result: 0.000024781 seconds.
Time result: 0.000011565 seconds.
Time result: 0.000002857 seconds.
Time result: 0.000042480 seconds.
Time result: 0.000031946 seconds.
Time result: 0.000020373 seconds.
Time result: 0.000011873 seconds.
Time result: 0.000003712 seconds.
Time result: 0.000036126 seconds.
Time result: 0.000028006 seconds.
Time result: 0.000019455 seconds.
Time result: 0.000010095 seconds.
Time result: 0.000000780 seconds.
Time result: 0.000000549 seconds.
Time result: 0.000032324 seconds.
Time result: 0.000024740 seconds.
Time result: 0.000016914 seconds.
Time result: 0.000009076 seconds.
Time result: 0.000042989 seconds.
Time result: 0.000031602 seconds.
Time result: 0.000021032 seconds.
Time result: 0.000011131 seconds.
Time result: 0.000002916 seconds.
Time result: 0.000036699 seconds.
Time result: 0.000028725 seconds.
Time result: 0.000020744 seconds.
Time result: 0.000013435 seconds.
Time result: 0.000005821 seconds.
Time result: 0.000040819 seconds.
Time result: 0.000032584 seconds.
Time result: 0.000023778 seconds.
Time result: 0.000011452 seconds.
Time result: 0.000003037 seconds.
Time result: 0.000038840 seconds.
Time result: 0.000028222 seconds.
Time result: 0.000015593 seconds.
Time result: 0.000008196 seconds.
Time result: 0.000000584 seconds.
Time result: 0.000000586 seconds.
Time result: 0.000035514 seconds.
Time result: 0.000024692 seconds.
Time result: 0.000015360 seconds.
Time result: 0.000007689 seconds.
Time result: 0.000048071 seconds.
Time result: 0.000040795 seconds.
Time result: 0.000033350 seconds.
Time result: 0.000023066 seconds.
Time result: 0.000013093 seconds.
Time result: 0.000042077 seconds.
Time result: 0.000029928 seconds.
Time result: 0.000021321 seconds.
Time result: 0.000010032 seconds.
Time result: 0.000000622 seconds.
Time result: 0.000000624 seconds.
Time result: 0.000037173 seconds.
Time result: 0.000029755 seconds.
Time result: 0.000020666 seconds.
Time result: 0.000010309 seconds.
Time result: 0.000001387 seconds.
